"Date","Plot","Trap_Coords_x.y","Leaves","Reproductive","Branches","Dust","Total"
2001-06-28,10,63.202,17.7,1.4,2.5,1.8,23.4
2001-06-28,11,108.225,11.5,0,0,1.8,13.3
2001-06-28,11,123.251,6.3,0,0.4,1,7.7
2001-06-28,11,133.236,34.2,0,3.2,4.4,41.8
2001-06-28,12,286.247,23.3,5.4,0.6,2.2,31.5
2001-06-28,12,287.26,44.2,5.4,1,3.7,54.3
2001-06-28,12,313.27,13.4,0,1.8,3.9,19.1
2001-06-28,13,180.284,6,0,0.8,2.4,9.2
2001-06-28,13,189.297,16.9,1.1,9.8,1,28.8
2001-06-28,13,201.284,18.5,0.6,0,2,21.1
2001-06-28,14,59.295,12.8,0,0,2,14.8
2001-06-28,14,59.307,18.3,4,1.7,2.7,26.7
2001-06-28,14,80.289,6.8,15,0,0,21.8
2001-06-28,15,246.331,33.8,0,0,4.8,38.6
2001-06-28,15,256.344,16.9,1.6,1,2.4,21.9
2001-06-28,15,260.325,19.2,0,4.4,4.9,28.5
2001-06-28,16,350.336,19.7,0,4.2,2.3,26.2
2001-06-28,16,350.326,24.2,0.6,2.5,4.7,32
2001-06-28,16,354.351,16.9,0,2.2,3,22.1
2001-06-28,17,155.35,11.6,0,1.7,0.6,13.9
2001-06-28,17,155.364,41.8,0,3.8,3,48.6
2001-06-28,17,164.372,19.5,18.6,13.2,4,55.3
2001-06-28,18,75.375,16.6,4.7,4.8,3,29.1
2001-06-28,18,96.379,12.8,0,0.7,0.9,14.4
2001-06-28,18,101.39,9.6,4.3,0,2.6,16.5
2001-06-28,19,246.433,25.6,1,5.1,4.1,35.8
2001-06-28,19,258.429,22.2,3,5.6,4.9,35.7
2001-06-28,19,269.434,7.2,0,2.3,3.9,13.4
2001-06-28,20,326.433,39.4,0.3,1.3,2,43
2001-06-28,20,336.411,42.7,0,1.4,1.6,45.7
2001-06-28,20,351.422,36.6,0,8.9,7.4,52.9
2001-06-28,21,176.426,26.9,1,4.5,1.8,34.2
2001-06-28,21,176.451,8.4,3,5.8,0.8,18
2001-06-28,21,185.435,67.3,18.6,4.4,2.9,93.2
2001-06-28,22,90.496,28,0,3.6,4.1,35.7
2001-06-28,22,96.478,26,0.8,1,2.6,30.4
2001-06-28,22,102.498,21.2,3.4,9.6,3.3,37.5
2001-06-28,23,249.503,45.8,0,14.6,4.7,65.1
2001-06-28,23,266.506,18.2,3.9,2.5,2.7,27.3
2001-06-28,23,273.491,25.8,0,4.6,2,32.4
2001-06-28,24,329.501,17.5,7.2,10.2,4.6,39.5
2001-06-28,24,343.486,29.9,3.8,6.7,5.4,45.8
2001-06-28,24,352.502,34.5,0.8,15.3,5.4,56
2001-06-28,25,445.516,26.1,0,2,2.4,30.5
2001-06-28,25,459.533,19.3,0,10.4,3.6,33.3
2001-06-28,25,472.532,13.8,2.1,1.5,2.3,19.7
2001-06-28,26,158.527,20.5,10.4,3.8,4.2,38.9
2001-06-28,26,172.553,34.8,0.8,7,2.6,45.2
2001-06-28,26,174.541,21.7,1.8,2.3,2.3,28.1
2001-06-28,27,53.56,30.8,0,1.6,3.7,36.1
2001-06-28,27,68.549,30.6,0,15.2,5.2,51
2001-06-28,27,73.561,35.8,0,4.9,1.1,41.8
2001-06-28,28,306.571,25.6,11.7,3.8,5,46.1
2001-06-28,28,314.561,15.9,1,5.5,2.6,25
2001-06-28,28,319.58,12.2,0,1.7,1.1,15
2001-06-28,29,387.564,32.9,5.6,2.6,3.8,44.9
2001-06-28,29,390.583,72,0,1,2.1,75.1
2001-06-28,29,396.574,11.8,0,0.9,2.8,15.5
2001-06-28,30,187.633,44.5,23,25.3,3,95.8
2001-06-28,30,192.623,16.1,13.2,2.9,2.7,34.9
2001-06-28,30,210.623,24.4,0.6,0,1.5,26.5
2001-06-28,31,116.626,27.3,1.3,4.1,4,36.7
2001-06-28,31,122.64,17.4,0,5.2,1.7,24.3
2001-06-28,31,135.632,30.7,3,14.3,3.7,51.7
2001-06-28,32,267.643,13.4,0,12,5.2,30.6
2001-06-28,32,282.644,9.3,0,0.5,1.9,11.7
2001-06-28,32,291.63,133,0.3,30.6,9.6,173.5
2001-06-28,33,452.632,44.5,0,5.3,2.9,52.7
2001-06-28,33,472.633,66.1,0,27.8,6.3,100.2
2001-06-28,33,474.652,57.4,0,21.4,8.8,87.6
2001-06-28,34,352.658,16.2,0,2.7,1.3,20.2
2001-06-28,34,353.672,31.6,5.7,6.2,4.7,48.2
2001-06-28,34,366.657,27.8,0,11.2,3.2,42.2
2001-06-28,35,435.724,10.4,0,0.4,2.2,13
2001-06-28,35,448.738,19.6,10,3.1,3.4,36.1
2001-06-28,35,460.718,38.8,0,2,4.3,45.1
2001-06-28,36,325.751,4,0,0,1.6,5.6
2001-06-28,36,341.742,37.7,0,11.6,4.3,53.6
2001-06-28,36,350.729,16.6,0,0.7,1.2,18.5
2001-07-26,1,186.023,12.8,0,3.4,1.3,17.5
2001-07-26,1,194.01,10.8,0,2.2,1,14
2001-07-26,1,205.022,11.1,5.7,1.8,1.4,20
2001-07-26,2,274.03,16.3,2.6,12.6,1.2,32.7
2001-07-26,2,279.02,13.4,0,6.5,1,20.9
2001-07-26,2,290.012,17.4,0.4,1.9,1.9,21.6
2001-07-26,3,109.075,36.3,2.5,1,3,42.8
2001-07-26,3,117.085,21.1,0,2,1.9,25
2001-07-26,3,125.071,44.9,0,13,3.9,61.8
2001-07-26,4,187.107,26.3,8.7,21,1.7,57.7
2001-07-26,4,196.094,12.9,0,0,1,13.9
2001-07-26,4,213.1,13.9,7.6,92.9,12.1,126.5
2001-07-26,5,268.094,9,0.4,0.7,1.4,11.5
2001-07-26,5,291.103,15.6,0,17.6,4.1,37.3
2001-07-26,5,292.092,23.3,0,1.8,2.2,27.3
2001-07-26,6,36.145,4.8,0,0.4,0.5,5.7
2001-07-26,6,45.15,10.1,0,0.4,0.3,10.8
2001-07-26,6,61.154,11.7,0,1.9,2.5,16.1
2001-07-26,7,116.16,31.3,10.6,2.7,2.5,47.1
2001-07-26,7,127.158,12.7,0.8,2.7,0.8,17
2001-07-26,7,131.146,24.2,2.8,2.7,1.5,31.2
2001-07-26,8,190.189,56.3,0,41.3,5.3,102.9
2001-07-26,8,201.166,17,0.5,3.3,0.6,21.4
2001-07-26,8,212.192,20.3,0,12.5,3.2,36
2001-07-26,9,269.173,15.8,37.3,3.5,2.2,58.8
2001-07-26,9,277.181,7,54.9,1.5,1.8,65.2
2001-07-26,9,284.166,3,2.2,0,0.6,5.8
2001-07-26,10,36.201,21.2,0.4,1.1,1.8,24.5
2001-07-26,10,50.214,1.8,0.7,1.9,0.6,5
2001-07-26,10,63.202,20.4,1,3.6,1.6,26.6
2001-07-26,11,108.225,11.2,0,0.7,1.1,13
2001-07-26,11,123.251,5.3,0,0,0.6,5.9
2001-07-26,11,133.236,14.3,0,2.3,1.1,17.7
2001-07-26,12,286.247,12.9,6,4.1,1.6,24.6
2001-07-26,12,287.26,16.2,0.6,3.4,1.7,21.9
2001-07-26,12,313.27,9.2,0,1.5,0.9,11.6
2001-07-26,13,180.284,16.6,0,0,0.8,17.4
2001-07-26,13,189.297,16,0,28.3,2.4,46.7
2001-07-26,13,201.284,17.8,0,1.3,0.6,19.7
2001-07-26,14,59.295,19.8,10.8,45.7,1.8,78.1
2001-07-26,14,59.307,10.2,0,2.2,2.4,14.8
2001-07-26,14,80.289,3.7,0,0.6,1,5.3
2001-07-26,15,246.331,20.4,0,18.3,1.3,40
2001-07-26,15,256.344,14.6,1.4,2,1.6,19.6
2001-07-26,15,260.325,17.2,0,7.9,1.2,26.3
2001-07-26,16,350.336,10.8,9.3,1.3,3,24.4
2001-07-26,16,350.326,32,0,8.3,4.2,44.5
2001-07-26,16,354.351,11.2,0,5.5,1,17.7
2001-07-26,17,155.35,20.1,0,1.9,0.9,22.9
2001-07-26,17,155.364,28.7,0,19.9,6.7,55.3
2001-07-26,17,164.372,11.8,79.1,4.4,5,100.3
2001-07-26,18,75.375,11.5,3.1,3.5,1.8,19.9
2001-07-26,18,96.379,6.3,0,0,0.4,6.7
2001-07-26,18,101.39,3.3,0,10.4,1.4,15.1
2001-07-26,19,246.433,19.4,11.9,4.5,2.7,38.5
2001-07-26,19,258.429,23.2,0,3.3,1.7,28.2
2001-07-26,19,269.434,13.9,0,8.8,2,24.7
2001-07-26,20,326.433,17.7,0,42.5,2.4,62.6
2001-07-26,20,336.411,47,0,1.7,0.9,49.6
2001-07-26,20,351.422,33.8,0,33,5.5,72.3
2001-07-26,21,176.426,25.9,0,8.4,1.3,35.6
2001-07-26,21,176.451,14.3,15.7,4.6,1.4,36
2001-07-26,21,185.435,35.5,78.2,9,3.5,126.2
2001-07-26,22,90.496,11.8,0,21.8,1.6,35.2
2001-07-26,22,96.478,17.9,0,1,1.2,20.1
2001-07-26,22,102.498,17.7,0,5.3,1.6,24.6
2001-07-26,23,249.503,50.5,0,18.7,4.2,73.4
2001-07-26,23,266.506,14.7,5.8,8.4,1.3,30.2
2001-07-26,23,273.491,16.6,0.6,1.6,1,19.8
2001-07-26,24,329.501,21.4,13.6,1.6,3.4,40
2001-07-26,24,343.486,18.7,7.8,36.3,3.3,66.1
2001-07-26,24,352.502,13.8,0,11.5,1.2,26.5
2001-07-26,25,445.516,22.8,0,5,2.1,29.9
2001-07-26,25,459.533,22,0,4.1,1.2,27.3
2001-07-26,25,472.532,24.5,0,3,2.5,30
2001-07-26,26,158.527,14.8,10.6,2.9,2.7,31
2001-07-26,26,172.553,19.9,5.9,7.1,1.8,34.7
2001-07-26,26,174.541,25.3,2.6,17.1,0.7,45.7
2001-07-26,27,53.56,5.8,0,3.1,3.4,12.3
2001-07-26,27,68.549,20.6,14.8,9.6,2.5,47.5
2001-07-26,27,73.561,33.3,0,4,2.2,39.5
2001-07-26,28,306.571,12,22.2,29.8,3.2,67.2
2001-07-26,28,314.561,21,0.5,3.1,2.6,27.2
2001-07-26,28,319.58,3.5,0.6,8.5,0.8,13.4
2001-07-26,29,387.564,16.2,18.3,3.2,2.3,40
2001-07-26,29,390.583,1.4,0,0,1.2,2.6
2001-07-26,29,396.574,4.1,0.7,0.6,2.6,8
2001-07-26,30,187.633,29.9,35.4,6.7,3.6,75.6
2001-07-26,30,192.623,14,22.3,2.8,3.5,42.6
2001-07-26,30,210.623,10.2,4.6,0,1,15.8
2001-07-26,31,116.626,20.6,0.7,33.4,7.3,62
2001-07-26,31,122.64,7.5,6.5,1.7,1.1,16.8
2001-07-26,31,135.632,24.5,38.5,3.6,2.4,69
2001-07-26,32,267.643,8.8,7.4,2.2,5.7,24.1
2001-07-26,32,282.644,4.6,0,0,0.6,5.2
2001-07-26,32,291.63,59.8,0,36.5,8.2,104.5
2001-07-26,33,452.632,21,0,12.8,1.8,35.6
2001-07-26,33,472.633,45.1,0,22,3.1,70.2
2001-07-26,33,474.652,23.2,0,9.8,1.8,34.8
2001-07-26,34,352.658,12.6,0,1.3,0.8,14.7
2001-07-26,34,353.672,15.2,58.9,4.3,3,81.4
2001-07-26,34,366.657,17.3,7.8,13.5,3.3,41.9
2001-07-26,35,435.724,8.1,0,0,1,9.1
2001-07-26,35,448.738,12.3,0,8,1.9,22.2
2001-07-26,35,460.718,58.5,0,5.7,6,70.2
2001-07-26,36,325.751,6.1,0,0,0.5,6.6
2001-07-26,36,341.742,37.1,0,3.2,3.3,43.6
2001-07-26,36,350.729,19.5,0,0,1.3,20.8
2001-08-30,1,186.023,13.1,0,3.2,0.9,17.2
2001-08-30,1,194.01,19.7,0.3,3,1.7,24.7
2001-08-30,1,205.022,17.9,14.6,7,2.5,42
2001-08-30,2,274.03,4.9,0,0.6,1,6.5
2001-08-30,2,279.02,8.9,0,2.3,2,13.2
2001-08-30,2,290.012,28.7,0,5.2,1.3,35.2
2001-08-30,3,109.075,30.3,5.2,33.1,8.1,76.7
2001-08-30,3,117.085,25.9,0.8,4.7,2.1,33.5
2001-08-30,3,125.071,22.6,0,20.5,7.4,50.5
2001-08-30,4,187.107,16.1,0,4.2,3.6,23.9
2001-08-30,4,196.094,11.8,0,0.7,2.4,14.9
2001-08-30,4,213.1,14,61.7,11.9,7.3,94.9
2001-08-30,5,268.094,6.7,0,0.4,0.6,7.7
2001-08-30,5,291.103,23.3,0.4,3.4,1.2,28.3
2001-08-30,5,292.092,26.3,0.5,3.1,1.9,31.8
2001-08-30,6,36.145,4.8,1,0.6,1.9,8.3
2001-08-30,6,45.15,7.5,0,0,0.6,8.1
2001-08-30,6,61.154,15.2,0.4,2.1,2.7,20.4
2001-08-30,7,116.16,22.3,1.7,32.4,3.9,60.3
2001-08-30,7,127.158,14.7,9,18.9,2,44.6
2001-08-30,7,131.146,23.5,0.5,4.5,1.3,29.8
2001-08-30,8,190.189,37.5,0,3.9,2.4,43.8
2001-08-30,8,201.166,13.5,0,3.1,1.4,18
2001-08-30,8,212.192,25.9,0,20.4,4.2,50.5
2001-08-30,9,269.173,8.2,11.8,12.4,4.1,36.5
2001-08-30,9,277.181,3,47.8,5.1,5,60.9
2001-08-30,9,284.166,5.7,6.1,0,1,12.8
2001-08-30,10,36.201,18.5,1.9,3.6,1.6,25.6
2001-08-30,10,50.214,4,0.2,1,1,6.2
2001-08-30,10,63.202,14.3,0.3,9,1.9,25.5
2001-08-30,11,108.225,15.2,0,0.6,1.8,17.6
2001-08-30,11,123.251,10.2,0,1,0.9,12.1
2001-08-30,11,133.236,10.4,0.5,0.8,0.7,12.4
2001-08-30,12,286.247,15.8,0.2,2.9,2,20.9
2001-08-30,12,287.26,17.1,2.7,1.3,1.9,23
2001-08-30,12,313.27,12.3,0,0.8,0.5,13.6
2001-08-30,13,180.284,16.9,0.8,1.4,0.7,19.8
2001-08-30,13,189.297,22.7,0,3.1,1.8,27.6
2001-08-30,13,201.284,19.7,0,4.2,1.4,25.3
2001-08-30,14,59.295,11.9,0.8,9.4,1.7,23.8
2001-08-30,14,59.307,5.8,43.6,4.5,1.8,55.7
2001-08-30,14,80.289,6,5.6,0,2.1,13.7
2001-08-30,15,246.331,18.9,0,1.5,1.3,21.7
2001-08-30,15,256.344,9.3,2.4,0.5,1.3,13.5
2001-08-30,15,260.325,11.8,20.6,6.3,1.2,39.9
2001-08-30,16,350.336,9.3,11,1.9,1.5,23.7
2001-08-30,16,350.326,25.5,0,8.3,4.2,38
2001-08-30,16,354.351,14,0.2,1.5,1.6,17.3
2001-08-30,17,155.35,28.5,0.7,4.4,2.1,35.7
2001-08-30,17,155.364,23.6,1.2,63,9,96.8
2001-08-30,17,164.372,9.6,25.8,15.6,6.1,57.1
2001-08-30,18,75.375,20,7.8,21.3,5.2,54.3
2001-08-30,18,96.379,4.2,0,0,0.8,5
2001-08-30,18,101.39,8.6,1.4,3.8,2.9,16.7
2001-08-30,19,246.433,19.2,13.1,6.2,3.3,41.8
2001-08-30,19,258.429,28.1,0,3.3,2.1,33.5
2001-08-30,19,269.434,12.3,0,8.8,1,22.1
2001-08-30,20,326.433,22.8,0,1.2,1.6,25.6
2001-08-30,20,336.411,33.1,0,6.5,2.2,41.8
2001-08-30,20,351.422,44.1,0,94.7,21.3,160.1
2001-08-30,21,176.426,20.6,0,1.8,4,26.4
2001-08-30,21,176.451,14.3,62.9,6.4,3.1,86.7
2001-08-30,21,185.435,19.1,0,19.5,6.3,44.9
2001-08-30,22,90.496,26.1,1.8,4,2.9,34.8
2001-08-30,22,96.478,30.3,0,4.5,2.2,37
2001-08-30,22,102.498,18.4,0.5,6.9,2.6,28.4
2001-08-30,23,249.503,58.6,1.7,19.5,7.6,87.4
2001-08-30,23,266.506,17.7,3.8,10.4,1,32.9
2001-08-30,23,273.491,20.1,0,3.5,1.9,25.5
2001-08-30,24,329.501,23.4,28,1.8,3.8,57
2001-08-30,24,343.486,20.8,2.6,10.5,4.2,38.1
2001-08-30,24,352.502,11.3,11.5,19.7,5.4,47.9
2001-08-30,25,445.516,24.3,0,2.4,2.4,29.1
2001-08-30,25,459.533,38.9,0,8.6,3.2,50.7
2001-08-30,25,472.532,18.6,0,1.4,2.2,22.2
2001-08-30,26,158.527,14.3,1.2,40.8,7.2,63.5
2001-08-30,26,172.553,18,0,8.5,1.5,28
2001-08-30,26,174.541,19,0,2.2,2.1,23.3
2001-08-30,27,53.56,26,0,2.7,2.3,31
2001-08-30,27,68.549,14.6,1.1,1,3.9,20.6
2001-08-30,27,73.561,28.8,0.6,9.3,2.2,40.9
2001-08-30,28,306.571,19.3,5.1,18.2,3.9,46.5
2001-08-30,28,314.561,34.7,0.6,5.5,1.8,42.6
2001-08-30,28,319.58,4,0,6,3.4,13.4
2001-08-30,29,387.564,23.3,6.9,4,4.4,38.6
2001-08-30,29,390.583,3.1,0,2.2,1.2,6.5
2001-08-30,29,396.574,8.8,8.8,6.9,2.7,27.2
2001-08-30,30,187.633,28.6,4.4,22.4,5.6,61
2001-08-30,30,192.623,17.4,2.4,6.6,3.2,29.6
2001-08-30,30,210.623,8.7,0,0.3,0.7,9.7
2001-08-30,31,116.626,17.2,0.4,20.1,9.6,47.3
2001-08-30,31,122.64,4.1,12.4,2.2,2,20.7
2001-08-30,31,135.632,17.8,56,3.5,10.5,87.8
2001-08-30,32,267.643,13,18.8,78.6,5.6,116
2001-08-30,32,282.644,22.1,0,2.4,1.3,25.8
2001-08-30,32,291.63,45.2,0,19.2,6.9,71.3
2001-08-30,33,452.632,22.2,0.5,8,2.6,33.3
2001-08-30,33,472.633,32,0.5,20.6,3.8,56.9
2001-08-30,33,474.652,9.3,0,16,1,26.3
2001-08-30,34,352.658,12.6,0.6,3.5,1.4,18.1
2001-08-30,34,353.672,9,3.8,8.1,2.4,23.3
2001-08-30,34,366.657,24.7,0.9,24.9,4.6,55.1
2001-08-30,35,435.724,9,0,0,0.6,9.6
2001-08-30,35,448.738,22,2.1,4.9,2.4,31.4
2001-08-30,35,460.718,45.1,0,7.5,2.6,55.2
2001-08-30,36,325.751,4.2,0,0,0.8,5
2001-08-30,36,341.742,43.5,0,22.9,3.1,69.5
2001-08-30,36,350.729,17.3,0.8,0.8,1.2,20.1
2001-09-27,1,186.023,10.9,0.6,1.7,3.7,16.9
2001-09-27,1,194.01,13.5,0.4,3.2,2,19.1
2001-09-27,1,205.022,13.7,0.2,4,2,19.9
2001-09-27,2,274.03,6.5,0,8.5,1.6,16.6
2001-09-27,2,279.02,4.4,3.6,0,0.3,8.3
2001-09-27,2,290.012,17.3,3.2,1.3,0.9,22.7
2001-09-27,3,109.075,32.5,1.1,34,4.1,71.7
2001-09-27,3,117.085,14.7,0.2,6.7,1.3,22.9
2001-09-27,3,125.071,18.8,0.2,31.7,8.4,59.1
2001-09-27,4,187.107,12.3,0.9,11.4,2.3,26.9
2001-09-27,4,196.094,8.3,0,0.2,0.7,9.2
2001-09-27,4,213.1,5.7,2.3,8.5,20.4,36.9
2001-09-27,5,268.094,4.9,0,2.3,1.4,8.6
2001-09-27,5,291.103,28.8,0.2,7.5,2.8,39.3
2001-09-27,5,292.092,14.8,0,3.7,2.4,20.9
2001-09-27,6,36.145,10.5,0.4,3.7,0.6,15.2
2001-09-27,6,45.15,7.1,0.1,0,0.5,7.7
2001-09-27,6,61.154,16.2,0.3,2.8,1.8,21.1
2001-09-27,7,116.16,25.6,1.8,1.7,2.8,31.9
2001-09-27,7,127.158,11.5,10.5,22,3.2,47.2
2001-09-27,7,131.146,19.2,0,3,1.7,23.9
2001-09-27,8,190.189,27.5,0.1,5.2,1.8,34.6
2001-09-27,8,201.166,9.5,0.3,1.5,1,12.3
2001-09-27,8,212.192,12,3.2,10,3.8,29
2001-09-27,9,269.173,5.6,1.1,5.9,3.2,15.8
2001-09-27,9,277.181,3.2,0.4,4.7,2.1,10.4
2001-09-27,9,284.166,3.7,2.9,0,0.6,7.2
2001-09-27,10,36.201,21.7,2,3.1,1.7,28.5
2001-09-27,10,50.214,4.1,2.8,2.5,0.3,9.7
2001-09-27,10,63.202,10.4,0.9,9.6,0.7,21.6
2001-09-27,11,108.225,12.9,0,11.7,2,26.6
2001-09-27,11,123.251,4.5,0.9,34.4,0.9,40.7
2001-09-27,11,133.236,23.4,0.2,5.2,1.7,30.5
2001-09-27,12,286.247,14.2,1.2,9,1.5,25.9
2001-09-27,12,287.26,17.1,1,0.9,1.2,20.2
2001-09-27,12,313.27,5.9,0.2,2.2,1.2,9.5
2001-09-27,13,180.284,10.8,0.4,0.4,0.7,12.3
2001-09-27,13,189.297,15.7,0.6,5.2,1.2,22.7
2001-09-27,13,201.284,17.5,0.5,15.9,1.1,35
2001-09-27,14,59.295,7.1,3.7,10.5,4.2,25.5
2001-09-27,14,59.307,15.7,5.4,1.6,1.1,23.8
2001-09-27,14,80.289,14.9,0.1,0.7,0.8,16.5
2001-09-27,15,246.331,9.4,0,1.8,0.8,12
2001-09-27,15,256.344,12.5,0.7,0.5,1.6,15.3
2001-09-27,15,260.325,15.2,1.4,2.4,1.9,20.9
2001-09-27,16,350.336,8.5,0.9,1.6,1.6,12.6
2001-09-27,16,350.326,24,0,25.6,3.8,53.4
2001-09-27,16,354.351,14.8,0.2,2.8,2.8,20.6
2001-09-27,17,155.35,10.4,1.2,1,1,13.6
2001-09-27,17,155.364,24.3,0.2,9.2,3.2,36.9
2001-09-27,17,164.372,14.6,2.6,11.7,2.2,31.1
2001-09-27,18,75.375,16.2,3.1,7.5,1.4,28.2
2001-09-27,18,96.379,12.2,0,17,0.7,29.9
2001-09-27,18,101.39,6.4,0.7,0,0.6,7.7
2001-09-27,19,246.433,8.7,0,12.3,1.4,22.4
2001-09-27,19,258.429,9.8,0.5,5.5,1.7,17.5
2001-09-27,19,269.434,8.8,0.9,1.2,2.9,13.8
2001-09-27,20,326.433,26.5,0,7,3.6,37.1
2001-09-27,20,336.411,16.6,0,5.4,1.2,23.2
2001-09-27,20,351.422,34.8,0,44.4,14,93.2
2001-09-27,21,176.426,18.3,0,6.3,0.9,25.5
2001-09-27,21,176.451,7.9,1.2,7.4,2.3,18.8
2001-09-27,21,185.435,22.2,1.4,9.2,1.6,34.4
2001-09-27,22,90.496,51.6,0,12.8,3.8,68.2
2001-09-27,22,96.478,6.5,0.6,8.1,1.3,16.5
2001-09-27,22,102.498,22.8,0,4.9,2.4,30.1
2001-09-27,23,249.503,38.3,0,21.7,6,66
2001-09-27,23,266.506,16.2,7.7,2.1,1,27
2001-09-27,23,273.491,11.7,0.4,1.9,0.7,14.7
2001-09-27,24,329.501,12.4,8.7,5.2,2.3,28.6
2001-09-27,24,343.486,28.1,0.4,11.1,3.2,42.8
2001-09-27,24,352.502,14,1.1,11.8,3.2,30.1
2001-09-27,25,445.516,50.4,0,3.8,2.2,56.4
2001-09-27,25,459.533,14.3,0,0,1.2,15.5
2001-09-27,25,472.532,16.8,0.4,0.3,2.5,20
2001-09-27,26,158.527,7.2,0.4,2.7,3.4,13.7
2001-09-27,26,172.553,17.9,0.7,9.6,1.3,29.5
2001-09-27,26,174.541,14.9,1.1,4.6,2.3,22.9
2001-09-27,27,53.56,15.2,1.1,1.4,2.4,20.1
2001-09-27,27,68.549,14.3,0,1,2.7,18
2001-09-27,27,73.561,22,3.4,2.8,2,30.2
2001-09-27,28,306.571,17.1,4.2,8.2,1.7,31.2
2001-09-27,28,314.561,26.1,2.1,2.5,1.9,32.6
2001-09-27,28,319.58,7.9,0.3,4.6,0.9,13.7
2001-09-27,29,387.564,23.2,3.8,1.4,4.5,32.9
2001-09-27,29,390.583,4.8,0,14.7,1.2,20.7
2001-09-27,29,396.574,4.7,72.8,28.2,4.6,110.3
2001-09-27,30,187.633,23.8,0,16.4,3,43.2
2001-09-27,30,192.623,14.7,4.5,20.4,3.1,42.7
2001-09-27,30,210.623,9,0,0,0.6,9.6
2001-09-27,31,116.626,16.3,0,10.4,2.1,28.8
2001-09-27,31,122.64,13.3,4.5,3,2.3,23.1
2001-09-27,31,135.632,12.8,1.4,12.8,2.6,29.6
2001-09-27,32,267.643,13,2.3,3.6,1.8,20.7
2001-09-27,32,282.644,88.1,0,11.2,2.3,101.6
2001-09-27,32,291.63,37,0.5,16.4,7.4,61.3
2001-09-27,33,452.632,16.6,0,15.4,3.2,35.2
2001-09-27,33,472.633,25.7,0.4,32.6,7,65.7
2001-09-27,33,474.652,11.7,0,0.6,1,13.3
2001-09-27,34,352.658,8.1,0.7,13.3,2.2,24.3
2001-09-27,34,353.672,14,1.1,10.5,5.5,31.1
2001-09-27,34,366.657,13.8,0,7.8,2.7,24.3
2001-09-27,35,435.724,9.4,0,2.3,1.1,12.8
2001-09-27,35,448.738,12.6,0,12.3,2.4,27.3
2001-09-27,35,460.718,17.4,0,2,3.3,22.7
2001-09-27,36,325.751,2.2,0.4,1.2,0.6,4.4
2001-09-27,36,341.742,27.2,0,14.4,5,46.6
2001-09-27,36,350.729,11.3,0.6,1.1,0.7,13.7
2001-10-25,1,186.023,22.1,2.4,0.9,2.8,28.2
2001-10-25,1,194.01,33.8,0,2.8,0.8,37.4
2001-10-25,1,205.022,40.6,0,2.9,1.1,44.6
2001-10-25,2,274.03,8.7,0,1.6,1.2,11.5
2001-10-25,2,279.02,7.3,8,2.3,1.1,18.7
2001-10-25,2,290.012,19.6,4.7,8.5,1.9,34.7
2001-10-25,3,109.075,35.8,0.6,51.1,2.4,89.9
2001-10-25,3,117.085,32,0,5.7,0.7,38.4
2001-10-25,3,125.071,22.2,0,17.6,1.6,41.4
2001-10-25,4,187.107,27.8,2.2,5.6,1.5,37.1
2001-10-25,4,196.094,14.7,0,0.4,0.8,15.9
2001-10-25,4,213.1,13.9,1.4,2.6,2.2,20.1
2001-10-25,5,268.094,13.6,10.5,8.3,3.4,35.8
2001-10-25,5,291.103,19.7,3.7,2.9,2.6,28.9
2001-10-25,5,292.092,17.8,0,4.9,2.7,25.4
2001-10-25,6,36.145,39.3,0,5.6,2.3,47.2
2001-10-25,6,45.15,9.9,0,0,0.9,10.8
2001-10-25,6,61.154,20.9,0,4.6,1.2,26.7
2001-10-25,7,116.16,13.4,3.6,7.8,2.6,27.4
2001-10-25,7,127.158,11.4,4.4,8.6,0.9,25.3
2001-10-25,7,131.146,26,1.9,11.4,1.4,40.7
2001-10-25,8,190.189,14.7,0.5,1.6,0.8,17.6
2001-10-25,8,201.166,13.6,0,3,0.9,17.5
2001-10-25,8,212.192,19.4,0.4,9.6,4,33.4
2001-10-25,9,269.173,12.2,0.6,16.2,2.3,31.3
2001-10-25,9,277.181,8,2.2,56.5,3,69.7
2001-10-25,9,284.166,3.8,2.9,0.6,0,7.3
2001-10-25,10,36.201,27.3,0,1.5,1.4,30.2
2001-10-25,10,50.214,6.5,5.4,1,0,12.9
2001-10-25,10,63.202,13.2,0,2.8,1.3,17.3
2001-10-25,11,108.225,16.5,0,8.4,1.5,26.4
2001-10-25,11,123.251,6.1,4.1,0,0,10.2
2001-10-25,11,133.236,16.7,0,2.4,0.7,19.8
2001-10-25,12,286.247,11.3,0,2.6,1.2,15.1
2001-10-25,12,287.26,25.9,0,6.1,1,33
2001-10-25,12,313.27,9.1,2.6,7.5,1.4,20.6
2001-10-25,13,180.284,9.3,2.4,1,1.6,14.3
2001-10-25,13,189.297,30.6,0,14.4,2.2,47.2
2001-10-25,13,201.284,13.4,0.6,3.4,1,18.4
2001-10-25,14,59.295,12.3,1.8,5,1.6,20.7
2001-10-25,14,59.307,13,0.4,2.6,0.8,16.8
2001-10-25,14,80.289,7.3,0,4.5,1.4,13.2
2001-10-25,15,246.331,18,0,6.4,2.2,26.6
2001-10-25,15,256.344,14.8,0,0,0.7,15.5
2001-10-25,15,260.325,13.1,16.3,18.2,0.6,48.2
2001-10-25,16,350.336,21.4,3.3,2.2,1.5,28.4
2001-10-25,16,350.326,44.8,1,78.8,3.8,128.4
