ID,Plot,Treatment,Block,Replicate,P,N,K,Collection,Type,Bottle,Date_collected,Coord_x,Coord_y,LAI,Volume_mL,Rain_cm,PO4_ppm,NH4_ppm,NO3_ppm,N_ppm,K_ppm,Ca_ppm,Mg_ppm,Na_ppm,P_total_ppm,PO4.dep,NH4.dep,NO3.dep,N.dep,K.dep,Ca.dep,Mg.dep,Na.dep,P.total.dep,PO4.rain,NH4.rain,NO3.rain,K.rain
1-32,11,N,2,2,FALSE,TRUE,FALSE,1,Tfall,32,2018-06-25,120,255,9.0615,490,5.21439979050264,0.023629949719999998,0.02827035,0.0513779,0.07964825,NA,NA,NA,NA,NA,1.42682382782502,1.70702051756007,3.10230080098583,4.8093213185459,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-33,11,N,2,2,FALSE,TRUE,FALSE,1,Tfall,33,2018-06-25,105,245,6.5798,550,5.21439979050264,0.01696381999,0.03847205,0.0575076,0.09597965,NA,NA,NA,NA,NA,1.14973518108441,2.60747104128158,3.89761922365989,6.50509026494147,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-34,12,C,1,2,FALSE,FALSE,FALSE,1,Tfall,34,2018-06-25,310,255,11.967,270,5.21439979050264,0.04662790587,0.0657649,0.0758965,0.1416614,NA,NA,NA,NA,NA,1.55139058347505,2.1881112754159,2.52520702402957,4.71331829944547,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-35,12,C,1,2,FALSE,FALSE,FALSE,1,Tfall,35,2018-06-25,285,265,9.5289,420,5.21439979050264,0.023629949719999998,0.0260181,0.0796579,0.105676,NA,NA,NA,NA,NA,1.22299185242144,1.34659297597043,4.12277486136784,5.46936783733826,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-36,12,C,1,2,FALSE,FALSE,FALSE,1,Tfall,36,2018-06-25,290,250,13.815,360,5.21439979050264,0.04412813652,0.04469905,0.024909050000000002,0.06960809999999999,NA,NA,NA,NA,NA,1.95762528,1.98295231053604,1.10502255083179,3.08797486136784,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-37,13,PK,1,2,TRUE,FALSE,TRUE,1,Tfall,37,2018-06-25,200,290,5.2817,330,5.21439979050264,0.091457376335,0.029065300000000002,0.05263175,0.08169705000000001,NA,NA,NA,NA,NA,3.71915393598891,1.18195304990758,2.14029297597042,3.322246025878,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-38,13,PK,1,2,TRUE,FALSE,TRUE,1,Tfall,38,2018-06-25,195,305,6.3889,430,5.21439979050264,0.030462652609999998,0.0229708,0.0093063,0.032277099999999996,NA,NA,NA,NA,NA,1.61416397070856,1.21718348736907,0.493124953789279,1.71030844115835,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-39,13,PK,1,2,TRUE,FALSE,TRUE,1,Tfall,39,2018-06-25,200,285,2.3068,430,5.21439979050264,0.01546395838,0.014756449999999999,0.032849699999999996,0.04760615,NA,NA,NA,NA,NA,0.819408761971657,0.7819191004313,1.74064953789279,2.52256863832409,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-4,2,K,1,1,FALSE,FALSE,TRUE,1,Tfall,4,2018-06-25,265,25,10.795,470,5.21439979050264,0.03496223744,0.07503915000000001,0.1059875,0.18102664999999998,NA,NA,NA,NA,NA,2.02492317890327,4.3460752310536,6.13852433764633,10.4845995686999,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-40,14,P,2,2,TRUE,FALSE,FALSE,1,Tfall,40,2018-06-25,75,305,6.0216,410,5.21439979050264,0.035962184245,0.03224505,0.004615,0.03686005,NA,NA,NA,NA,NA,1.81694338144794,1.62913992606285,0.233166974738139,1.86230690080099,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-41,14,P,2,2,TRUE,FALSE,FALSE,1,Tfall,41,2018-06-25,70,310,4.8674,580,5.21439979050264,0.027962844195,0.03741215,0.01278905,0.0502012,NA,NA,NA,NA,NA,1.9985766645841,2.67394294516328,0.914066420209489,3.58800936537277,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-42,14,P,2,2,TRUE,FALSE,FALSE,1,Tfall,42,2018-06-25,65,285,10.956,540,5.21439979050264,1.2428787579,0.11213615,0.0148787,0.12701484999999998,NA,NA,NA,NA,NA,82.7054256643253,7.46192495378928,0.990079852125693,8.45200480591497,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-43,15,NP,1,2,TRUE,TRUE,FALSE,1,Tfall,43,2018-06-25,275,325,13.228,550,5.21439979050264,0.14011982647,0.02005605,0.01259385,0.0326499,NA,NA,NA,NA,NA,9.49672268126925,1.35931330868762,0.8535573012939,2.21287060998152,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-44,15,NP,1,2,TRUE,TRUE,FALSE,1,Tfall,44,2018-06-25,270,335,10.393,480,5.21439979050264,0.22244603251,0.0445666,0.004615,0.049181600000000006,NA,NA,NA,NA,NA,13.1576211466174,2.63610203327172,0.272975970425139,2.90907800369686,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-45,15,NP,1,2,TRUE,TRUE,FALSE,1,Tfall,45,2018-06-25,260,335,8.4669,470,5.21439979050264,0.20078124761500002,0.045494,0.108913,0.15440700000000002,NA,NA,NA,NA,NA,11.628735228472,2.63489587184227,6.3079617991374,8.94285767097967,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-49,17,NPK,2,2,TRUE,TRUE,TRUE,1,Tfall,49,2018-06-25,175,370,13.217,60,5.21439979050264,0.0754587353,0.0343649,0.004615,0.0389799,NA,NA,NA,NA,NA,0.557920408872458,0.254084288354898,0.0341219963031423,0.288206284658041,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-5,2,K,1,1,FALSE,FALSE,TRUE,1,Tfall,5,2018-06-25,280,10,12.298,280,5.21439979050264,0.030462652609999998,0.03476235,0.08202615,0.1167885,NA,NA,NA,NA,NA,1.05108351581023,1.19944029574861,2.83023068391867,4.02967097966728,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-50,17,NPK,2,2,TRUE,TRUE,TRUE,1,Tfall,50,2018-06-25,145,355,1.1236,380,5.21439979050264,0.01613056354,0.028005400000000003,0.04496965,0.07297505,NA,NA,NA,NA,NA,0.755343702427603,1.31140505237215,2.1057876771411,3.41719272951325,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-51,17,NPK,2,2,TRUE,TRUE,TRUE,1,Tfall,51,2018-06-25,160,345,8.5972,330,5.21439979050264,0.04229497233,0.019791049999999998,0.04162625,0.061417299999999994,NA,NA,NA,NA,NA,1.71994342192237,0.804811645101663,1.69274953789279,2.49756118299445,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-52,18,K,2,2,FALSE,FALSE,TRUE,1,Tfall,52,2018-06-25,75,380,5.0368,310,5.21439979050264,0.01563060967,0.028270399999999998,0.03758625,0.06585665,NA,NA,NA,NA,NA,0.597102772359827,1.07995366605052,1.43582717190388,2.5157808379544,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-53,18,K,2,2,FALSE,FALSE,TRUE,1,Tfall,53,2018-06-25,95,375,NA,410,5.21439979050264,0.0411284133,0.0441691,0.02059045,0.06475955,NA,NA,NA,NA,NA,2.07796049944547,2.23158730745533,1.04030616142945,3.27189346888478,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-6,2,K,1,1,FALSE,FALSE,TRUE,1,Tfall,6,2018-06-25,290,20,8.173,130,5.21439979050264,0.04896102393,0.07106444999999999,0.03257105,0.10363549999999999,NA,NA,NA,NA,NA,0.784341726543438,1.13843234750462,0.52177898952557,1.66021133703019,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-7,3,NP,2,1,TRUE,TRUE,FALSE,1,Tfall,7,2018-06-25,105,90,10.047,160,5.21439979050264,1.1345546381,0.07848390000000001,0.5888361999999999,0.6673201,NA,NA,NA,NA,NA,22.3695307573629,1.54743364140481,11.6098326555761,13.1572662969809,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-8,3,NP,2,1,TRUE,TRUE,FALSE,1,Tfall,8,2018-06-25,120,80,8.775,300,5.21439979050264,0.10845592510999999,0.042314250000000005,0.004615,0.046929250000000006,NA,NA,NA,NA,NA,4.009461187061,1.56429759704251,0.170609981515712,1.73490757855823,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-9,3,NP,2,1,TRUE,TRUE,FALSE,1,Tfall,9,2018-06-25,125,85,9.7251,360,5.21439979050264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-103,35,NP,2,4,TRUE,TRUE,FALSE,1,Tfall,103,2018-06-25,450,715,6.1165,310,5.21439979050264,0.051940980260000005,0.0115729,0.07684975,0.08842265,NA,NA,NA,NA,NA,1.98419025022797,0.442094762784966,2.93572674060382,3.37782150338879,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-105,35,NP,2,4,TRUE,TRUE,FALSE,1,Tfall,105,2018-06-25,465,735,9.5895,390,5.21439979050264,0.15996383077999998,0.020721299999999998,0.02169675,0.04241805,NA,NA,NA,NA,NA,4.43396545872068,0.574364392324094,0.601402452025587,1.17576684434968,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-76,26,C,2,3,FALSE,FALSE,FALSE,1,Tfall,76,2018-06-25,155,555,4.4079,420,5.21439979050264,0.012932741705,0.007267699999999999,0.0838837,0.0911514,NA,NA,NA,NA,NA,0.669347075304991,0.376147134935305,4.3414853974122,4.7176325323475,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-77,26,C,2,3,FALSE,FALSE,FALSE,1,Tfall,77,2018-06-25,170,540,8.0123,190,5.21439979050264,0.03893819501,0.10938015,0.08612185,0.195502,NA,NA,NA,NA,NA,0.911676777806531,2.56096469500924,2.01640807147258,4.57737276648182,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-81,27,NK,2,3,FALSE,TRUE,TRUE,1,Tfall,81,2018-06-25,60,570,8.7667,210,5.21439979050264,0.010598920475,0.02489185,0.07860825,0.1035001,NA,NA,NA,NA,NA,0.27427890323475,0.644151386321627,2.03422458410351,2.67837597042514,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-89,30,P,1,4,TRUE,FALSE,FALSE,1,Tfall,89,2018-06-25,200,635,10.961,560,5.21439979050264,0.313829732255,0.01829965,0.004615,0.02291465,NA,NA,NA,NA,NA,21.6567652572766,1.2628224276032,0.318471965495995,1.5812943930992,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-90,30,P,1,4,TRUE,FALSE,FALSE,1,Tfall,90,2018-06-25,200,605,7.5941,600,5.21439979050264,0.5202067286000001,0.12216105000000001,0.08660145,0.2087625,NA,NA,NA,NA,NA,22.183655803838,5.20942643923241,3.69302558635394,8.90245202558635,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-94,32,K,1,4,FALSE,FALSE,TRUE,1,Tfall,94,2018-06-25,285,655,7.359,360,5.21439979050264,0.014599723385,0.0912179,0.0808463,0.1720642,NA,NA,NA,NA,NA,0.647677192680222,4.04663512014787,3.58652717190388,7.63316229205176,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-96,32,K,1,4,FALSE,FALSE,TRUE,1,Tfall,96,2018-06-25,295,625,9.1419,520,5.21439979050264,0.021934606850000003,0.0392872,0.0861218,0.125409,NA,NA,NA,NA,NA,0.810660665387349,1.4519789623312,3.18289523809524,4.63487420042644,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-97,33,PK,2,4,TRUE,FALSE,TRUE,1,Tfall,97,2018-06-24,460,640,8.7188,570,5.21439979050264,0.222310359765,0.014801700000000001,0.0747715,0.0895732,NA,NA,NA,NA,NA,15.6151454178743,1.03967578558226,5.25197227356747,6.29164805914972,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
4-100,34,NK,2,4,FALSE,TRUE,TRUE,4,Tfall,100,2018-07-13,360,660,8.871,130,1.31700554528651,0.04293907605,0.16350957500000002,0.2391113,0.402620875,2.96,NA,NA,NA,NA,0.687871828280961,2.61937704867529,3.83049525569932,6.44987230437462,47.4183610597659,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-101,34,NK,2,4,FALSE,TRUE,TRUE,4,Tfall,101,2018-07-13,365,670,10.6,75,1.31700554528651,0.26882017214000004,0.62304875,0.29074725,0.913796,1.62,NA,NA,NA,NA,2.48447478872458,5.75830637707948,2.68712800369686,8.44543438077634,14.9722735674677,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-102,34,NK,2,4,FALSE,TRUE,TRUE,4,Tfall,102,2018-07-13,360,645,9.5104,155,1.31700554528651,0.16346460169,0.646313,0.20378145,0.8500944500000001,4.28,NA,NA,NA,NA,1.80078274782871,7.12000817341862,2.24492713219616,9.36493530561478,47.1499644633973,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-103,35,NP,2,4,TRUE,TRUE,FALSE,4,Tfall,103,2018-07-13,450,720,3.2845,125,1.31700554528651,0.034437242905,0.0340403,0.15598225,0.19002254999999998,NA,NA,NA,NA,NA,0.530456606669747,0.524342267406038,2.40268407270487,2.92702634011091,NA,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-104,35,NP,2,4,TRUE,TRUE,FALSE,4,Tfall,104,2018-07-13,460,725,13.135,150,1.31700554528651,1.0595240552,0.749634,0.1777237,0.9273577000000001,7.08,NA,NA,NA,NA,19.584548155268,13.8564510166359,3.28509611829945,17.1415471349353,130.86876155268,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-105,35,NP,2,4,TRUE,TRUE,FALSE,4,Tfall,105,2018-07-13,460,730,2.4101,180,1.31700554528651,0.07894669288999999,0.2372712,0.20873724999999999,0.44600845,0.59,NA,NA,NA,NA,1.00997901351812,3.03545245202559,2.67041257995736,5.70586503198294,7.54797441364606,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-106,36,C,2,4,FALSE,FALSE,FALSE,4,Tfall,106,2018-07-13,345,755,6.0641,75,1.31700554528651,0.223310580025,1.326221,0.25925414999999996,1.58547515,14.15,NA,NA,NA,NA,2.06386857694085,12.2571256931608,2.39606423290203,14.6531899260628,130.776340110906,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-107,36,C,2,4,FALSE,FALSE,FALSE,4,Tfall,107,2018-07-13,350,750,9.5401,90,1.31700554528651,0.09828414134499999,0.19224787499999998,0.1842781,0.376525975,3.74,NA,NA,NA,NA,1.09002744560074,2.13213909426987,2.04374972273567,4.17588881700554,41.4787430683919,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-71,24,P,1,3,TRUE,FALSE,FALSE,4,Tfall,71,2018-07-13,350,505,16.802,65,1.31700554528651,0.3753427704,0.39821145,0.1974335,0.59564495,5.51,NA,NA,NA,NA,3.0064424,3.18961728280961,1.58141435613062,4.77103163894023,44.1343191620456,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-72,24,P,1,3,TRUE,FALSE,FALSE,4,Tfall,72,2018-07-13,340,495,7.9491,85,1.31700554528651,0.43185470724499997,0.21348304999999998,0.11004810000000001,0.32353115000000005,8.75,NA,NA,NA,NA,4.52343193047751,2.23611327788047,1.15269112754159,3.38880440542206,91.6512630930376,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-73,Rain 1,Rain,NA,NA,Rain,Rain,Rain,4,Rain,73,2018-07-12,60,585,0,115,1.31700554528651,0.007931640404999999,0.06471475,0.25204935,0.3167641,1.97,NA,NA,NA,NA,0.112401558419593,0.91709134319162,3.57186386321627,4.48895520640789,27.9174368453481,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-74,Rain 1,Rain,NA,NA,Rain,Rain,Rain,4,Rain,74,2018-07-12,60,590,0,115,1.31700554528651,0.01259932193,0.085225325,0.25641860000000005,0.341643925,1.67,NA,NA,NA,NA,0.178548616383241,1.20775260320394,3.63378176216882,4.84153436537277,23.6660505237215,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-75,Rain 1,Rain,NA,NA,Rain,Rain,Rain,4,Rain,75,2018-07-12,65,590,0,115,1.31700554528651,0.043772605955,0.06311655,0.2261458,0.28926235,0.038388,NA,NA,NA,NA,0.620314194063463,0.894442791127541,3.20477720271103,4.09921999383857,0.544007393715342,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-76,26,C,2,3,FALSE,FALSE,FALSE,4,Tfall,76,2018-07-12,155,545,11.944,60,1.31700554528651,0.232145754815,0.377700875,0.1219075,0.49960837500000005,2.4,NA,NA,NA,NA,1.7164196289464,2.79261275415896,0.901349353049907,3.69396210720887,17.7449168207024,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-77,26,C,2,3,FALSE,FALSE,FALSE,4,Tfall,77,2018-07-12,175,545,8.5411,40,1.31700554528651,0.1409598021,0.18817779999999998,0.22021605,0.40839385,1.22,NA,NA,NA,NA,0.694811100924214,0.92755539125077,1.08547652495379,2.01303191620456,6.01355514479359,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-78,26,C,2,3,FALSE,FALSE,FALSE,4,Tfall,78,2018-07-12,170,550,11.574,75,1.31700554528651,0.11078677740000001,0.221607375,0.15280449999999998,0.374411875,5.02,NA,NA,NA,NA,1.02390736968577,2.04812731053604,1.41224121996303,3.46036853049908,46.3955637707948,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-79,27,NK,2,3,FALSE,TRUE,TRUE,4,Tfall,79,2018-07-12,55,575,1.3678,180,1.31700554528651,0.03160335061,0.033948900000000004,0.29106065000000003,0.32500955,1.06,NA,NA,NA,NA,0.700998534787431,0.75302550831793,6.45605878003697,7.2090842883549,23.5120147874307,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-80,27,NK,2,3,FALSE,TRUE,TRUE,4,Tfall,80,2018-07-12,50,545,11.393,80,1.31700554528651,0.09411656994999999,0.269554175,0.1496836,0.419237775,7.98,NA,NA,NA,NA,0.927828169562538,2.65734245224892,1.47562390634627,4.13296635859519,78.6691312384473,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-81,27,NK,2,3,FALSE,TRUE,TRUE,4,Tfall,81,2018-07-12,45,560,8.2519,60,1.31700554528651,0.280155936645,0.39177375000000003,0.18667605,0.5784498,2.6,NA,NA,NA,NA,2.07139324691312,2.89666358595194,1.38022957486137,4.27689316081331,19.2236598890943,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-82,28,N,1,4,FALSE,TRUE,FALSE,4,Tfall,82,2018-07-13,295,555,12.252,130,1.31700554528651,0.135625359155,0.20429060000000002,0.03016955,0.23446015,3.26,NA,NA,NA,NA,2.17267981394331,3.2726775107825,0.48330764017252,3.75598515095502,52.2242760320394,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-83,28,N,1,4,FALSE,TRUE,FALSE,4,Tfall,83,2018-07-13,305,580,10.434,155,1.31700554528651,0.13395833841000002,0.21701752500000002,0.02217635,0.239193875,3.16,NA,NA,NA,NA,2.55866203987061,4.1451283271719,0.423577849661121,4.56870617683303,60.3573629081947,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-85,29,NPK,1,4,TRUE,TRUE,TRUE,4,Tfall,85,2018-07-13,400,565,8.0398,135,1.31700554528651,0.14712777495,0.20196414999999998,0.2682065,0.47017065,2.97,NA,NA,NA,NA,2.44759699547135,3.35984722735675,4.46184565619224,7.82169288354898,49.4085027726433,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-86,29,NPK,1,4,TRUE,TRUE,TRUE,4,Tfall,86,2018-07-13,400,555,5.3075,125,1.31700554528651,0.066110676125,0.2513151,0.29937990000000003,0.550695,0.72,NA,NA,NA,NA,1.01834066735983,3.87115064695009,4.61152033271719,8.48267097966728,11.090573012939,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-87,29,NPK,1,4,TRUE,TRUE,TRUE,4,Tfall,87,2018-07-13,375,575,8.407,230,1.31700554528651,0.86281576355,0.6917843,0.7700184,1.4618027,2.22,NA,NA,NA,NA,14.1043088568941,11.3084853589197,12.5873654584222,23.8958508173419,36.2899786780384,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-88,30,P,1,4,TRUE,FALSE,FALSE,4,Tfall,88,2018-07-13,210,620,7.8634,100,1.31700554528651,0.349003858255,0.29994807500000004,0.21177465,0.511722725,1.28,NA,NA,NA,NA,4.30072530197166,3.69621780653112,2.60966913123845,6.30588693776956,15.7732593961799,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-89,30,P,1,4,TRUE,FALSE,FALSE,4,Tfall,89,2018-07-13,190,620,10.898,105,1.31700554528651,0.677906781695,0.4545875,0.2544582,0.7090457,5.21,NA,NA,NA,NA,8.77143710141405,5.88190850277264,3.29243512014787,9.17434362292052,67.4121996303142,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-90,30,P,1,4,TRUE,FALSE,FALSE,4,Tfall,90,2018-07-13,190,610,15.174,125,1.31700554528651,1.2445632407,1.02734275,0.08116605,1.1085088,2.94,NA,NA,NA,NA,11.0568873551883,9.12706778606965,0.721091417910448,9.8481592039801,26.1194029850746,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-91,Rain 3,Rain,NA,NA,Rain,Rain,Rain,4,Rain,91,2018-07-13,410,675,0,100,1.31700554528651,0.028769419249999997,0.06498345,0.2526997,0.31768315,3.78,NA,NA,NA,NA,0.354521494146642,0.800781885397412,3.11398274799754,3.91476463339495,46.5804066543438,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-92,Rain 3,Rain,NA,NA,Rain,Rain,Rain,4,Rain,92,2018-07-13,410,680,0,95,1.31700554528651,0.024268467145,0.05906385,0.2471045,0.30616835,NA,NA,NA,NA,NA,0.284104051605052,0.691443715341959,2.89278219346888,3.58422590881084,NA,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-93,Rain 3,Rain,NA,NA,Rain,Rain,Rain,4,Rain,93,2018-07-13,415,675,0,175,1.31700554528651,0.162631071785,0.5390865,0.23799225000000002,0.77707875,NA,NA,NA,NA,NA,2.02277452468905,6.70505597014925,2.9601026119403002,9.66515858208955,NA,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-94,32,K,1,4,FALSE,FALSE,TRUE,4,Tfall,94,2018-07-13,265,640,6.7027,145,1.31700554528651,0.05527502175,0.2547879,0.25253985,0.50732775,0.55,NA,NA,NA,NA,0.987662126155268,4.55258724584103,4.51241876155268,9.06500600739371,9.82747997535428,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-95,32,K,1,4,FALSE,FALSE,TRUE,4,Tfall,95,2018-07-13,275,625,6.5837,165,1.31700554528651,0.048440248415,0.133129075,0.2202474,0.353376475,6.17,NA,NA,NA,NA,0.984921871654344,2.70687583179298,4.4782280961183,7.18510392791127,125.452865064695,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-96,32,K,1,4,FALSE,FALSE,TRUE,4,Tfall,96,2018-07-13,290,640,7.3534,95,1.31700554528651,0.08844870722999999,0.516717,0.25589705,0.77261405,4.2,NA,NA,NA,NA,0.597201647963753,3.48884968017058,1.7278052416489,5.21665492181947,28.3582089552239,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-97,33,PK,2,4,TRUE,FALSE,TRUE,4,Tfall,97,2018-07-13,455,655,10.818,40,1.31700554528651,0.661236574245,0.98355125,0.29394454999999997,1.2774957999999998,2.32,NA,NA,NA,NA,3.25933000243993,4.84806531115219,1.44889488601356,6.29696019716574,11.4356130622304,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-98,33,PK,2,4,TRUE,FALSE,TRUE,4,Tfall,98,2018-07-13,470,650,13.908,65,1.31700554528651,0.764461617725,0.226323275,0.27540035,0.501723625,NA,NA,NA,NA,NA,6.12322922392175,1.81281735982748,2.20591777572397,4.01873513555145,NA,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-99,33,PK,2,4,TRUE,FALSE,TRUE,4,Tfall,99,2018-07-13,470,630,8.7213,160,1.31700554528651,0.37834339211499995,0.35879315,0.14878835,0.5075815,3.29,NA,NA,NA,NA,4.3024124192182,4.08009267945984,1.69197839374556,5.7720710732054,37.4129353233831,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
1-100,34,NK,2,4,FALSE,TRUE,TRUE,1,Tfall,100,2018-06-24,375,660,9.5686,270,5.21439979050264,0.01970813624,0.01976295,0.06391585,0.0836788,NA,NA,NA,NA,NA,0.655723571756007,0.657547319778188,2.12659020332717,2.78413752310536,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-101,34,NK,2,4,FALSE,TRUE,TRUE,1,Tfall,101,2018-06-24,360,655,6.5628,440,5.21439979050264,0.0131742806,0.015305049999999999,0.050681399999999995,0.06598645,NA,NA,NA,NA,NA,0.714317124337646,0.829848675292668,2.74797486136784,3.5778235366605,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-102,34,NK,2,4,FALSE,TRUE,TRUE,1,Tfall,102,2018-06-24,365,660,8.5763,390,5.21439979050264,0.054555249125000004,0.031110199999999998,0.004615,0.0357252,NA,NA,NA,NA,NA,1.51219240644989,0.862329637526652,0.127921108742004,0.990250746268657,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-104,35,NP,2,4,TRUE,TRUE,FALSE,1,Tfall,104,2018-06-25,445,735,10.43,480,5.21439979050264,0.09040758259000001,0.03002945,0.0387007,0.06873014999999999,NA,NA,NA,NA,NA,5.34758344340111,1.77623364140481,2.28913567467652,4.06536931608133,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
